scorer,,,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David
bodyparts,,,nose,nose,eye_left,eye_left,eye_right,eye_right,ear_left,ear_left,ear_right,ear_right,front_paw_left,front_paw_left,front_paw_right,front_paw_right,body_center,body_center,tail_base,tail_base,lever_tip,lever_tip,upper_lever_tip,upper_lever_tip,stick_head,stick_head,ball,ball,sliding_door,sliding_door,sliding_door_top_left,sliding_door_top_left,sliding_door_top_right,sliding_door_top_right,sliding_door_bottom_left,sliding_door_bottom_left,sliding_door_bottom_right,sliding_door_bottom_right,plateau_middle_front,plateau_middle_front,plateau_middle_back,plateau_middle_back,plateau_right_front,plateau_right_front
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,E1_top,img01073.png,217.3643560421108,336.4031106020868,194.1886588,357.5613511196345,219.2504697928132,366.7424106068463,177.6556927443768,374.7881517898964,223.59521940611444,391.9594502490756,,,,,187.1907329124576,456.6233999774697,175.43283962371405,551.1220238166309,351.56827011909775,161.8780034694766,347.8294683847605,302.3946353183147,502.8598241882861,201.02157855744247,252.61112158851705,195.354419,256.3724989527825,276.60017008372085,297.4173916408835,311.1607702674786,207.9977168279865,310.8492034562839,298.3520920744678,231.7112334,209.86711769515503,230.4649661680349,471.72270183744536,122.44227266331816,470.2910192021468,470.00874994195607,181.6814642680784,118.44307359874716
labeled-data,E1_top,img01086.png,225.52707716950368,305.0601649,207.2583651044453,319.0128295264399,,,190.84151151998688,333.52011621661563,233.53143847323835,349.9735255631813,,,,,190.3968247808905,396.6656331683001,170.38592152155388,481.1561135966104,351.56827011909775,161.8780034694766,347.8294683847605,302.3946353183147,502.8598241882861,201.02157855744247,252.61112158851705,195.354419,256.3724989527825,276.60017008372085,297.4173916408835,311.1607702674786,,,298.3520920744678,231.7112334,209.86711769515503,230.4649661680349,471.72270183744536,122.44227266331816,470.2910192021468,470.00874994195607,181.6814642680784,118.44307359874716
labeled-data,E1_top,img01104.png,205.51617391016703,308.6176588,,,217.86421171475496,314.22963941257024,190.3968247808905,341.0797907812539,230.41863129956377,332.1860559993265,,,,,210.8524147793235,396.6656331683001,181.94777673805947,480.2667401184176,351.56827011909775,161.8780034694766,347.8294683847605,302.3946353183147,502.8598241882861,201.02157855744247,252.61112158851705,195.354419,254.25842342584343,272.3720190298427,296.2127835591255,307.7477140358307,,,298.3520920744678,227.69587314028712,209.86711769515503,226.44960589550809,471.72270183744536,122.44227266331816,470.2910192021468,470.00874994195607,181.6814642680784,118.44307359874716
labeled-data,E1_top,img01200.png,239.8119064857381,195.0673847152169,,,,,216.89981724392527,222.60039951840383,263.6866885528374,220.0973981726596,,,,,245.1291124284316,280.9124098,244.25815737000607,379.7658089779324,351.56827011909775,161.8780034694766,347.8294683847605,302.3946353183147,502.8598241882861,201.02157855744247,252.61112158851705,195.354419,,,296.1969338394309,300.786879,,,297.1316342730152,221.33734210046745,,,471.72270183744536,122.44227266331816,470.2910192021468,470.00874994195607,181.6814642680784,118.44307359874716
labeled-data,E1_top,img01235.png,,,,,,,190.25894374762825,212.97791528945896,232.93574161047525,187.28474106590824,,,,,235.45290068982268,253.86317851387537,239.3386461229668,361.6043018874154,351.56827011909775,161.8780034694766,347.8294683847605,302.3946353183147,502.8598241882861,201.02157855744247,252.61112158851705,195.354419,,,295.58670493870466,302.3124512069477,,,297.43674872337834,221.0322276501043,,,471.72270183744536,122.44227266331816,470.2910192021468,470.00874994195607,181.6814642680784,118.44307359874716
labeled-data,E1_top,img01292.png,348.81180604937754,170.51035329186163,,,337.9562464,175.6199762459123,302.9202556691853,152.8795041255629,331.74298481404486,188.2105914644229,,,,,256.3211336043342,199.89889588598265,215.0582069277992,272.6821137737597,351.56827011909775,161.8780034694766,347.8294683847605,302.3946353183147,502.8598241882861,201.02157855744247,,,,,294.97647603797844,300.4817645047689,,,,,,,471.72270183744536,122.44227266331816,470.2910192021468,470.00874994195607,181.6814642680784,118.44307359874716
labeled-data,E1_top,img01309.png,535.7055242319527,163.50728694209408,,,,,511.07549994427166,122.3744870830401,504.5291887323251,161.6523543547194,,,,,442.2784779236292,120.95384115714413,353.4485663283108,138.43327537428743,351.56827011909775,161.8780034694766,347.8294683847605,302.3946353183147,502.8598241882861,201.02157855744247,252.61112158851705,195.354419,255.66780711046948,263.9157169220864,295.58670493870466,301.09199340549515,206.77725902653395,298.9497398921216,298.04697762410467,220.4219987,210.47734659588133,219.4808459549621,,,470.2910192021468,470.00874994195607,181.6814642680784,118.44307359874716
labeled-data,E1_top,img03238.png,,,,,,,220.20370768008712,381.1395122353798,196.1336671,356.7829235721473,,,,,239.97552671259348,304.9177171245581,288.1156078352177,231.5614030329403,347.3401190652196,314.7961332514026,347.1247765424475,508.1646532737175,506.3832833998512,201.02157855744247,252.61112158851705,195.354419,,,294.0611327,317.8732881754676,,,295.9111764715627,237.8135224200767,208.34154544333936,236.8723696256608,471.72270183744536,122.44227266331816,470.2910192021468,470.00874994195607,181.6814642680784,118.44307359874716
